event_code,lot_number,plate_raw,hammer_price_gbp,predicted_price_gbp,valuation_low_gbp,valuation_central_gbp,valuation_high_gbp,predicted_value_tier,collectibility_score,collectibility_segment,premium_collectibility_group,recommended_sales_path,sales_path_reason,recommended_fixed_price_gbp,recommended_reserve_price_gbp,specialist_review_required,specialist_review_reason,commercial_opportunity_flag
B278,1160,M37 DOB,260.0,552.9664920771718,440.0,550.0,690.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,600.0,,0,standard_automated_path,material_valuation_gap_review
B278,1161,MDO 670R,360.0,843.6564444016838,670.0,840.0,1050.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,920.0,,0,standard_automated_path,material_valuation_gap_review
B278,1162,M57 DSS,220.0,634.9121076739772,510.0,630.0,790.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,690.0,,0,standard_automated_path,material_valuation_gap_review
B278,1163,4 MDU,5710.0,5389.850214362014,4310.0,5390.0,6740.0,Premium,57,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,3500.0,0,standard_automated_path,standard_monitoring
B278,1164,808 ME,2410.0,4054.1446738602967,3240.0,4050.0,5070.0,Upper Core,18,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2840.0,0,standard_automated_path,material_valuation_gap_review
B278,1165,20 MED,1950.0,2870.3012114525027,2300.0,2870.0,3590.0,Upper Core,30,Collectible,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2010.0,0,standard_automated_path,standard_monitoring
B278,1166,144 MED,1530.0,1783.7530996119904,1430.0,1780.0,2230.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,1167,ME64 GAN,1580.0,1123.8427076403282,900.0,1120.0,1400.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1230.0,,0,standard_automated_path,standard_monitoring
B278,1168,MEG 2X,3000.0,1784.1526254470914,1430.0,1780.0,2230.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,1169,M411 EHA,6570.0,712.3532951611295,570.0,710.0,890.0,Entry,8,Standard,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1170,MEL 12X,4610.0,1411.10022839641,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,1171,MET 5S,1260.0,1735.0472505647415,1390.0,1740.0,2170.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,standard_monitoring
B278,1172,MEZ 47,1310.0,1348.3733537021708,1080.0,1350.0,1690.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1490.0,,0,standard_automated_path,standard_monitoring
B278,1173,964 MG,3760.0,4031.742577709013,3230.0,4030.0,5040.0,Upper Core,15,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2820.0,0,standard_automated_path,standard_monitoring
B278,1174,6 MGN,5000.0,5463.226928977514,4370.0,5460.0,6830.0,Premium,57,High Collectible,Collectible Potential,Specialist Review,structural_collectibility_above_observed_value,,,1,structural_collectibility_above_observed_value,collectible_value_review
B278,1175,MGR 14Y,790.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,material_valuation_gap_review
B278,1176,M140 GUE,370.0,499.0563212079827,400.0,500.0,620.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,550.0,,0,standard_automated_path,standard_monitoring
B278,1177,MGZ 666,1010.0,1139.3965247867573,910.0,1140.0,1420.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,1178,MHA 11D,710.0,1434.782915493227,1150.0,1430.0,1790.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,material_valuation_gap_review
B278,1179,M114 HAF,240.0,731.2751371598468,590.0,730.0,910.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,800.0,,0,standard_automated_path,material_valuation_gap_review
B278,1180,MHA 73R,1650.0,1210.805510458781,970.0,1210.0,1510.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1330.0,,0,standard_automated_path,standard_monitoring
B278,1181,M150 HEE,200.0,628.5532417034174,500.0,630.0,790.0,Entry,12,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,690.0,,0,standard_automated_path,material_valuation_gap_review
B278,1182,10 MHJ,2010.0,2809.0678380430854,2250.0,2810.0,3510.0,Upper Core,35,Collectible,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1970.0,0,standard_automated_path,standard_monitoring
B278,1183,MHK 805S,1610.0,1136.9826124745314,910.0,1140.0,1420.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,1184,9 MHR,5910.0,5604.387147850363,4480.0,5600.0,7010.0,Premium,62,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,1185,111 MHV,1810.0,4196.181309157873,3360.0,4200.0,5250.0,Upper Core,23,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2940.0,0,standard_automated_path,material_valuation_gap_review
B278,1186,MIG 36,1400.0,1316.3184744777548,1050.0,1320.0,1650.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1450.0,,0,standard_automated_path,standard_monitoring
B278,1187,89 MJB,5060.0,2784.1642169175675,2230.0,2780.0,3480.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1950.0,0,standard_automated_path,standard_monitoring
B278,1188,MJC 703X,610.0,958.7709595776702,770.0,960.0,1200.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1060.0,,0,standard_automated_path,material_valuation_gap_review
B278,1190,25 MJM,14530.0,3526.6221412990394,2820.0,3530.0,4410.0,Upper Core,27,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1191,MJW 2C,4010.0,1784.1526254470914,1430.0,1780.0,2230.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,1192,20 MJY,1350.0,2870.3012114525027,2300.0,2870.0,3590.0,Upper Core,30,Collectible,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2010.0,0,standard_automated_path,material_valuation_gap_review
B278,1193,M41 KAJ,200.0,769.1605505245844,620.0,770.0,960.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,material_valuation_gap_review
B278,1194,M85 KAL,360.0,588.0100937266653,470.0,590.0,740.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,650.0,,0,standard_automated_path,material_valuation_gap_review
B278,1195,MKC 1C,1010.0,2030.0440053586656,1620.0,2030.0,2540.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2230.0,,0,standard_automated_path,material_valuation_gap_review
B278,1196,M311 KER,240.0,670.2663177224796,540.0,670.0,840.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,740.0,,0,standard_automated_path,material_valuation_gap_review
B278,1197,31 MKU,1200.0,3271.819402351101,2620.0,3270.0,4090.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2290.0,0,standard_automated_path,material_valuation_gap_review
B278,1198,33 MLC,3510.0,3050.913998246834,2440.0,3050.0,3810.0,Upper Core,43,Collectible,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2140.0,0,standard_automated_path,standard_monitoring
B278,1199,M95 LEY,1110.0,514.4589080742799,410.0,510.0,640.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,560.0,,0,standard_automated_path,standard_monitoring
B278,1200,M78 LJM,320.0,497.22879297634256,400.0,500.0,620.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,550.0,,0,standard_automated_path,material_valuation_gap_review
B278,1201,MLK 724Y,370.0,784.1836198791525,630.0,780.0,980.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,860.0,,0,standard_automated_path,material_valuation_gap_review
B278,1202,M43 LLA,580.0,1051.3181654961254,840.0,1050.0,1310.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1160.0,,0,standard_automated_path,material_valuation_gap_review
B278,1203,M38 LUE,2030.0,490.5747287894539,390.0,490.0,610.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,540.0,,0,standard_automated_path,standard_monitoring
B278,1204,M97 LYD,670.0,435.3328669358411,350.0,440.0,540.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,480.0,,0,standard_automated_path,standard_monitoring
B278,1205,MLZ 4000,460.0,622.7555769122082,500.0,620.0,780.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,680.0,,0,standard_automated_path,standard_monitoring
B278,1206,M140 MCR,370.0,611.8361907574853,490.0,610.0,760.0,Entry,12,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,670.0,,0,standard_automated_path,material_valuation_gap_review
B278,1207,MME 114T,290.0,1494.3458142721488,1200.0,1490.0,1870.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1640.0,,0,standard_automated_path,material_valuation_gap_review
B278,1208,577 MMO,1110.0,2274.1914400131263,1820.0,2270.0,2840.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2500.0,,0,standard_automated_path,material_valuation_gap_review
B278,1209,8 MMR,20530.0,6409.14186351868,5130.0,6410.0,8010.0,Premium,64,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,1210,MNA 710R,1000.0,854.7647077288598,680.0,850.0,1070.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,940.0,,0,standard_automated_path,standard_monitoring
B278,1211,M402 NDY,1000.0,557.859999770327,450.0,560.0,700.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,620.0,,0,standard_automated_path,standard_monitoring
B278,1212,M847 NES,1110.0,604.0262871340809,480.0,600.0,760.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,660.0,,0,standard_automated_path,standard_monitoring
B278,1213,M516 NGH,2170.0,674.5906156058942,540.0,670.0,840.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,740.0,,0,standard_automated_path,standard_monitoring
B278,1214,MNH 2R,2510.0,1784.1526254470914,1430.0,1780.0,2230.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,1215,M113 NKA,640.0,553.6673042904096,440.0,550.0,690.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,600.0,,0,standard_automated_path,standard_monitoring
B278,1216,M711 NNS,200.0,845.1591967507179,680.0,850.0,1060.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,940.0,,0,standard_automated_path,material_valuation_gap_review
B278,1217,M81 NNY,1210.0,955.8436787935864,760.0,960.0,1190.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1060.0,,0,standard_automated_path,standard_monitoring
B278,1218,MNZ 41,1010.0,1504.52044554146,1200.0,1500.0,1880.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1650.0,,0,standard_automated_path,standard_monitoring
B278,1219,1978 MO,6060.0,2781.423138974932,2230.0,2780.0,3480.0,Upper Core,0,Standard,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1220,MOH 81N,1300.0,1251.2951271067304,1000.0,1250.0,1560.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1380.0,,0,standard_automated_path,standard_monitoring
B278,1221,MOH 188S,1620.0,1117.1969146551287,890.0,1120.0,1400.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1230.0,,0,standard_automated_path,standard_monitoring
B278,1222,MOK 4L,820.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,material_valuation_gap_review
B278,1223,MO23 LLY,1810.0,1728.5510804864136,1380.0,1730.0,2160.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1900.0,,0,standard_automated_path,standard_monitoring
B278,1224,MOL 113V,1010.0,1062.2420535111626,850.0,1060.0,1330.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1170.0,,0,standard_automated_path,standard_monitoring
B278,1225,MON 14A,2760.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,1226,MOO 84G,1710.0,1353.703755570424,1080.0,1350.0,1690.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1490.0,,0,standard_automated_path,standard_monitoring
B278,1227,MO06 RAG,300.0,829.2810539649768,660.0,830.0,1040.0,Entry,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,910.0,,0,standard_automated_path,material_valuation_gap_review
B278,1228,MOS 9T,3610.0,1961.7966666928587,1570.0,1960.0,2450.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2160.0,,0,standard_automated_path,standard_monitoring
B278,1229,MOU 111N,1410.0,1519.2150355434285,1220.0,1520.0,1900.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,standard_monitoring
B278,1230,M311 OYD,1520.0,670.2663177224796,540.0,670.0,840.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,740.0,,0,standard_automated_path,standard_monitoring
B278,1231,MPD 1R,1610.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,standard_monitoring
B278,1232,MPP 786X,1040.0,1160.67579624988,930.0,1160.0,1450.0,Core,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1280.0,,0,standard_automated_path,standard_monitoring
B278,1233,13 MRC,5000.0,3068.396750429367,2450.0,3070.0,3840.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2150.0,0,standard_automated_path,standard_monitoring
B278,1234,MRJ 6R,2130.0,1608.4177247960483,1290.0,1610.0,2010.0,Core,37,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1770.0,,0,standard_automated_path,standard_monitoring
B278,1235,MRJ 422Y,1510.0,1243.045012435477,990.0,1240.0,1550.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1360.0,,0,standard_automated_path,standard_monitoring
B278,1236,MRL 481B,810.0,861.040142788737,690.0,860.0,1080.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,950.0,,0,standard_automated_path,standard_monitoring
B278,1237,71 MRN,5530.0,3075.927319325723,2460.0,3080.0,3840.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2160.0,0,standard_automated_path,standard_monitoring
B278,1238,101 MRP,2850.0,1824.7311478539764,1460.0,1820.0,2280.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,standard_monitoring
B278,1239,MRR 81G,2260.0,1393.336956938693,1110.0,1390.0,1740.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1530.0,,0,standard_automated_path,standard_monitoring
B278,1240,MRS 29M,1010.0,844.7383739159006,680.0,840.0,1060.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,920.0,,0,standard_automated_path,standard_monitoring
B278,1241,M447 RUF,2100.0,837.6381472381996,670.0,840.0,1050.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,920.0,,0,standard_automated_path,standard_monitoring
B278,1242,444 MRX,2010.0,2076.810067942081,1660.0,2080.0,2600.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2290.0,,0,standard_automated_path,standard_monitoring
B278,1243,MRY 161T,510.0,1059.9323421560505,850.0,1060.0,1320.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1170.0,,0,standard_automated_path,material_valuation_gap_review
B278,1244,MRZ 21,1200.0,1444.243360273339,1160.0,1440.0,1810.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1580.0,,0,standard_automated_path,standard_monitoring
B278,1245,102 MS,9110.0,4414.471111342463,3530.0,4410.0,5520.0,Upper Core,15,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1246,MSA 111Y,720.0,1519.2150355434285,1220.0,1520.0,1900.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,material_valuation_gap_review
B278,1247,202 MSB,1510.0,1519.749774454794,1220.0,1520.0,1900.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,standard_monitoring
B278,1248,MSH 8H,1110.0,1682.246159541064,1350.0,1680.0,2100.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1850.0,,0,standard_automated_path,material_valuation_gap_review
B278,1249,MSH 14W,660.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,material_valuation_gap_review
B278,1250,515 MSR,1210.0,1568.7803430038991,1260.0,1570.0,1960.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1730.0,,0,standard_automated_path,standard_monitoring
B278,1251,MSS 26,18510.0,2092.127587941807,1670.0,2090.0,2620.0,Core,27,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1252,M47 TCL,200.0,765.6616056320701,610.0,770.0,960.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,material_valuation_gap_review
B278,1253,88 MTS,2780.0,3575.5874978822867,2860.0,3580.0,4470.0,Upper Core,43,Collectible,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2510.0,0,standard_automated_path,standard_monitoring
B278,1254,MTS 10G,610.0,985.9338149215528,790.0,990.0,1230.0,Entry,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1090.0,,0,standard_automated_path,material_valuation_gap_review
B278,1255,M47 TWH,400.0,765.6616056320701,610.0,770.0,960.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,material_valuation_gap_review
B278,1256,52 MU,7310.0,7260.53226524114,5810.0,7260.0,9080.0,Premium,47,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,4720.0,0,standard_automated_path,standard_monitoring
B278,1257,MUB 111N,4650.0,1519.2150355434285,1220.0,1520.0,1900.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,standard_monitoring
B278,1258,M51 UDN,470.0,733.6318166471199,590.0,730.0,920.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,800.0,,0,standard_automated_path,material_valuation_gap_review
B278,1259,MUM 222Y,1560.0,1284.9545131310858,1030.0,1280.0,1610.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1410.0,,0,standard_automated_path,standard_monitoring
B278,1260,MUS 747G,1010.0,858.9542818061017,690.0,860.0,1070.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,950.0,,0,standard_automated_path,standard_monitoring
B278,1261,11 MWA,5510.0,4921.345569618773,3940.0,4920.0,6150.0,Upper Core,43,Collectible,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3440.0,0,standard_automated_path,standard_monitoring
B278,1262,M47 WAH,600.0,765.6616056320701,610.0,770.0,960.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,standard_monitoring
B278,1263,4 MWG,4910.0,5389.850214362014,4310.0,5390.0,6740.0,Premium,57,High Collectible,Collectible Potential,Specialist Review,structural_collectibility_above_observed_value,,,1,structural_collectibility_above_observed_value,collectible_value_review
B278,1264,MWG 805S,900.0,1136.9826124745314,910.0,1140.0,1420.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,1265,11 MWW,6910.0,4722.143277335602,3780.0,4720.0,5900.0,Upper Core,45,High Collectible,Premium + Collectible,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3300.0,0,standard_automated_path,standard_monitoring
B278,1266,121 MX,2410.0,5958.124007547144,4770.0,5960.0,7450.0,Premium,18,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,4170.0,0,standard_automated_path,material_valuation_gap_review
B278,1267,MXL 111K,1950.0,1519.2150355434285,1220.0,1520.0,1900.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,standard_monitoring
B278,1268,14 MXN,2110.0,3121.3585056277134,2500.0,3120.0,3900.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2180.0,0,standard_automated_path,standard_monitoring
B278,1269,MXZ 600,680.0,830.6271105683526,660.0,830.0,1040.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,910.0,,0,standard_automated_path,standard_monitoring
B278,1270,MYD 4H,610.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,material_valuation_gap_review
B278,1271,MYK 2S,1120.0,1784.1526254470914,1430.0,1780.0,2230.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,material_valuation_gap_review
B278,1272,MYY 8A,1020.0,1969.1897884841455,1580.0,1970.0,2460.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2170.0,,0,standard_automated_path,material_valuation_gap_review
B278,1273,134 N,12670.0,11527.345619180356,9220.0,11530.0,14410.0,Trophy Value,37,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1274,47 NAB,5240.0,2893.7923942786897,2320.0,2890.0,3620.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2020.0,0,standard_automated_path,standard_monitoring
B278,1275,NAF 122A,1310.0,1218.5401367733607,970.0,1220.0,1520.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1340.0,,0,standard_automated_path,standard_monitoring
B278,1276,48 NAN,1780.0,3692.687608682926,2950.0,3690.0,4620.0,Upper Core,27,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2580.0,0,standard_automated_path,material_valuation_gap_review
B278,1277,NA07 NCY,1000.0,768.3769181106079,610.0,770.0,960.0,Entry,32,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,standard_monitoring
B278,1278,NA51 NGH,3020.0,1620.4687960581723,1300.0,1620.0,2030.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1780.0,,0,standard_automated_path,standard_monitoring
B278,1279,733 NAT,5010.0,2198.595600964057,1760.0,2200.0,2750.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2420.0,,0,standard_automated_path,standard_monitoring
B278,1280,NAT 17E,2820.0,1349.65373335982,1080.0,1350.0,1690.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1490.0,,0,standard_automated_path,standard_monitoring
B278,1281,NCH 4N,5390.0,1729.4268955244463,1380.0,1730.0,2160.0,Core,37,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1900.0,,0,standard_automated_path,standard_monitoring
B278,1282,NCL 80Y,2210.0,1394.682636627414,1120.0,1390.0,1740.0,Core,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1530.0,,0,standard_automated_path,standard_monitoring
B278,1283,7 NCW,4910.0,5339.608786660782,4270.0,5340.0,6670.0,Premium,62,Trophy Candidate,Collectible Potential,Specialist Review,very_high_structural_collectibility|structural_collectibility_above_observed_value,,,1,very_high_structural_collectibility|structural_collectibility_above_observed_value,collectible_value_review
B278,1284,6 NDL,5710.0,5463.226928977514,4370.0,5460.0,6830.0,Premium,57,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,3550.0,0,standard_automated_path,standard_monitoring
B278,1285,86 NE,6300.0,7354.246541631909,5880.0,7350.0,9190.0,Premium,47,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,4780.0,0,standard_automated_path,standard_monitoring
B278,1286,N89 EEB,260.0,508.29522233796047,410.0,510.0,640.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,560.0,,0,standard_automated_path,material_valuation_gap_review
