event_code,lot_number,plate_raw,hammer_price_gbp,predicted_price_gbp,valuation_low_gbp,valuation_central_gbp,valuation_high_gbp,predicted_value_tier,collectibility_score,collectibility_segment,premium_collectibility_group,recommended_sales_path,sales_path_reason,recommended_fixed_price_gbp,recommended_reserve_price_gbp,specialist_review_required,specialist_review_reason,commercial_opportunity_flag
B278,1287,NEZ 62,780.0,1466.1373627676528,1170.0,1470.0,1830.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1620.0,,0,standard_automated_path,material_valuation_gap_review
B278,1288,NGA 1R,760.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,material_valuation_gap_review
B278,1289,NGO 77S,410.0,1122.9504516641357,900.0,1120.0,1400.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1230.0,,0,standard_automated_path,material_valuation_gap_review
B278,1290,54 NGY,7500.0,2867.6058646403662,2290.0,2870.0,3580.0,Upper Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1291,N550 HAL,2210.0,693.0411568569623,550.0,690.0,870.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,760.0,,0,standard_automated_path,standard_monitoring
B278,1292,N67 KAL,420.0,576.6693600267263,460.0,580.0,720.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,640.0,,0,standard_automated_path,standard_monitoring
B278,1293,N105 KKU,510.0,699.4697855845449,560.0,700.0,870.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,770.0,,0,standard_automated_path,standard_monitoring
B278,1294,44 NKS,2260.0,3119.360936354397,2500.0,3120.0,3900.0,Upper Core,43,Collectible,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2180.0,0,standard_automated_path,standard_monitoring
B278,1295,1988 NL,2500.0,2679.7448992801833,2140.0,2680.0,3350.0,Upper Core,3,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1880.0,0,standard_automated_path,standard_monitoring
B278,1296,NLF 83N,520.0,1314.4599101907374,1050.0,1310.0,1640.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1440.0,,0,standard_automated_path,material_valuation_gap_review
B278,1297,NLS 8,10120.0,4661.462639535393,3730.0,4660.0,5830.0,Upper Core,62,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,1298,N75 MJC,520.0,545.3539949335677,440.0,550.0,680.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,600.0,,0,standard_automated_path,standard_monitoring
B278,1299,NOA 11G,1310.0,1434.782915493227,1150.0,1430.0,1790.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,standard_monitoring
B278,1300,NOA 18H,3000.0,1075.457897689361,860.0,1080.0,1340.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1190.0,,0,standard_automated_path,standard_monitoring
B278,1301,NOC 111N,660.0,1362.3515979766644,1090.0,1360.0,1700.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1500.0,,0,standard_automated_path,material_valuation_gap_review
B278,1302,NOE 120D,960.0,753.1198179890694,600.0,750.0,940.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,830.0,,0,standard_automated_path,standard_monitoring
B278,1304,NOV 4B,5000.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,standard_monitoring
B278,1305,222 NOX,1010.0,2153.923416893071,1720.0,2150.0,2690.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2360.0,,0,standard_automated_path,material_valuation_gap_review
B278,1306,NOX 1D,1010.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,material_valuation_gap_review
B278,1307,N97 PBT,200.0,435.3328669358411,350.0,440.0,540.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,480.0,,0,standard_automated_path,material_valuation_gap_review
B278,1308,777 NR,7010.0,4082.9335701406494,3270.0,4080.0,5100.0,Upper Core,33,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1309,NRB 5T,540.0,1735.0472505647415,1390.0,1740.0,2170.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,material_valuation_gap_review
B278,1310,N421 RMR,1010.0,639.2662680514036,510.0,640.0,800.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,700.0,,0,standard_automated_path,standard_monitoring
B278,1311,N421 RNN,590.0,844.1552169911874,680.0,840.0,1060.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,920.0,,0,standard_automated_path,standard_monitoring
B278,1312,6 NSA,4010.0,5463.226928977514,4370.0,5460.0,6830.0,Premium,57,High Collectible,Collectible Potential,Specialist Review,structural_collectibility_above_observed_value,,,1,structural_collectibility_above_observed_value,collectible_value_review
B278,1313,NSC 11A,610.0,1434.782915493227,1150.0,1430.0,1790.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,material_valuation_gap_review
B278,1314,NST 65K,860.0,1166.9412862619483,930.0,1170.0,1460.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1290.0,,0,standard_automated_path,standard_monitoring
B278,1315,N447 THN,1810.0,964.6842136622506,770.0,960.0,1210.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1060.0,,0,standard_automated_path,standard_monitoring
B278,1316,7 NUG,5510.0,5339.608786660782,4270.0,5340.0,6670.0,Premium,62,Trophy Candidate,Collectible Potential,Specialist Review,very_high_structural_collectibility|structural_collectibility_above_observed_value,,,1,very_high_structural_collectibility|structural_collectibility_above_observed_value,specialist_assessment
B278,1317,81 NY,7040.0,7429.439703253701,5940.0,7430.0,9290.0,Premium,47,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,4830.0,0,standard_automated_path,standard_monitoring
B278,1318,70 NYG,4000.0,2696.066838251672,2160.0,2700.0,3370.0,Upper Core,30,Collectible,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1890.0,0,standard_automated_path,standard_monitoring
B278,1319,70 NYK,7110.0,2696.066838251672,2160.0,2700.0,3370.0,Upper Core,30,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1320,1 NYX,13280.0,9238.288993216038,7390.0,9240.0,11550.0,Premium,62,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,1321,3000 O,28510.0,6443.492337750538,5150.0,6440.0,8050.0,Premium,18,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1322,OAD 33S,1210.0,1185.83918834579,950.0,1190.0,1480.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1310.0,,0,standard_automated_path,standard_monitoring
B278,1323,29 OAG,4010.0,3087.9336264276453,2470.0,3090.0,3860.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2160.0,0,standard_automated_path,standard_monitoring
B278,1324,OAL 81R,1820.0,1251.2951271067304,1000.0,1250.0,1560.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1380.0,,0,standard_automated_path,standard_monitoring
B278,1325,OAP 8Y,950.0,1786.5298548089866,1430.0,1790.0,2230.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1970.0,,0,standard_automated_path,material_valuation_gap_review
B278,1326,7 OAS,8520.0,5339.608786660782,4270.0,5340.0,6670.0,Premium,62,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,1327,OAZ 59,720.0,1379.2886715709365,1100.0,1380.0,1720.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1520.0,,0,standard_automated_path,material_valuation_gap_review
B278,1328,992 OB,5510.0,4750.290342256306,3800.0,4750.0,5940.0,Upper Core,18,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3320.0,0,standard_automated_path,standard_monitoring
B278,1329,4 OBY,5620.0,5389.850214362014,4310.0,5390.0,6740.0,Premium,57,High Collectible,Collectible Potential,Specialist Review,structural_collectibility_above_observed_value,,,1,structural_collectibility_above_observed_value,specialist_assessment
B278,1330,65 OD,7000.0,7229.696083272993,5780.0,7230.0,9040.0,Premium,47,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,4700.0,0,standard_automated_path,standard_monitoring
B278,1331,OFZ 18,990.0,1407.6526067924335,1130.0,1410.0,1760.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,1332,84 OG,10010.0,7333.335349192408,5870.0,7330.0,9170.0,Premium,47,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,4760.0,0,standard_automated_path,standard_monitoring
B278,1333,OGB 20S,460.0,917.0087454524617,730.0,920.0,1150.0,Entry,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1010.0,,0,standard_automated_path,material_valuation_gap_review
B278,1334,OHL 10N,1780.0,985.9338149215528,790.0,990.0,1230.0,Entry,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1090.0,,0,standard_automated_path,standard_monitoring
B278,1335,OHM 924B,250.0,789.3289810769529,630.0,790.0,990.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,870.0,,0,standard_automated_path,material_valuation_gap_review
B278,1336,OIB 79,1030.0,1438.8749056667737,1150.0,1440.0,1800.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1580.0,,0,standard_automated_path,standard_monitoring
B278,1337,OIG 2222,660.0,824.1951516306226,660.0,820.0,1030.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,900.0,,0,standard_automated_path,standard_monitoring
B278,1338,OJI 675,310.0,923.1515040665834,740.0,920.0,1150.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1010.0,,0,standard_automated_path,material_valuation_gap_review
B278,1339,9 OJL,5520.0,5604.387147850363,4480.0,5600.0,7010.0,Premium,62,Trophy Candidate,Collectible Potential,Specialist Review,very_high_structural_collectibility|structural_collectibility_above_observed_value,,,1,very_high_structural_collectibility|structural_collectibility_above_observed_value,collectible_value_review
B278,1340,3 OJW,11010.0,5432.516074329996,4350.0,5430.0,6790.0,Premium,57,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,3530.0,0,standard_automated_path,standard_monitoring
B278,1341,2 OKA,5320.0,5550.7165941770345,4440.0,5550.0,6940.0,Premium,57,High Collectible,Collectible Potential,Specialist Review,structural_collectibility_above_observed_value,,,1,structural_collectibility_above_observed_value,collectible_value_review
B278,1342,1010 OL,3300.0,3905.3129850114,3120.0,3910.0,4880.0,Upper Core,8,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2740.0,0,standard_automated_path,standard_monitoring
B278,1343,OLD 64R,1270.0,1182.7674288703363,950.0,1180.0,1480.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1300.0,,0,standard_automated_path,standard_monitoring
B278,1344,82 OLL,1200.0,3583.804469810086,2870.0,3580.0,4480.0,Upper Core,27,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2510.0,0,standard_automated_path,material_valuation_gap_review
B278,1345,511 OMA,820.0,2483.241040512794,1990.0,2480.0,3100.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2730.0,,0,standard_automated_path,material_valuation_gap_review
B278,1346,OMA 6N,2940.0,1813.1192419360625,1450.0,1810.0,2270.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1990.0,,0,standard_automated_path,standard_monitoring
B278,1347,OMG 83N,2510.0,1112.5942014525422,890.0,1110.0,1390.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1220.0,,0,standard_automated_path,standard_monitoring
B278,1348,ONL 9Y,3040.0,1961.7966666928587,1570.0,1960.0,2450.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2160.0,,0,standard_automated_path,standard_monitoring
B278,1349,247 OO,14550.0,5623.503544961204,4500.0,5620.0,7030.0,Premium,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1350,5 OOG,15000.0,6205.719450469576,4960.0,6210.0,7760.0,Premium,59,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,4040.0,0,standard_automated_path,standard_monitoring
B278,1351,OOL 11Y,2760.0,1672.026408661004,1340.0,1670.0,2090.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1840.0,,0,standard_automated_path,standard_monitoring
B278,1352,OO69 OOO,6210.0,2019.6678394779185,1620.0,2020.0,2520.0,Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1353,9 OOX,9910.0,6249.533510883353,5000.0,6250.0,7810.0,Premium,64,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,1354,ORR 106E,410.0,865.7207992272772,690.0,870.0,1080.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,960.0,,0,standard_automated_path,material_valuation_gap_review
B278,1355,ORZ 60,1050.0,1387.2662212536948,1110.0,1390.0,1730.0,Core,30,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1530.0,,0,standard_automated_path,standard_monitoring
B278,1356,197 OS,4160.0,4543.893533801263,3640.0,4540.0,5680.0,Upper Core,15,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3180.0,0,standard_automated_path,standard_monitoring
B278,1358,OSM 48N,6110.0,1204.806689226382,960.0,1200.0,1510.0,Core,15,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1359,OS51 NGH,6510.0,2460.8526770741823,1970.0,2460.0,3080.0,Core,15,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1360,51 OT,8120.0,7244.18320901103,5800.0,7240.0,9060.0,Premium,47,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,4710.0,0,standard_automated_path,standard_monitoring
B278,1361,80 OTY,17560.0,2880.8225546185377,2300.0,2880.0,3600.0,Upper Core,30,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1362,OWA 133D,1300.0,1252.986757784928,1000.0,1250.0,1570.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1380.0,,0,standard_automated_path,standard_monitoring
B278,1363,12 OXY,3270.0,2915.5436875174023,2330.0,2920.0,3640.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2040.0,0,standard_automated_path,standard_monitoring
B278,1364,OXZ 1234,910.0,528.8579856786686,420.0,530.0,660.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,580.0,,0,standard_automated_path,standard_monitoring
B278,1365,913 P,7610.0,10528.457440051963,8420.0,10530.0,13160.0,Trophy Value,37,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1366,PAD 1L,4330.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,standard_monitoring
